time,contract,open,high,low,close,volume,delta
2013-02-26,201303,7893,7920,7862,7885,82365,0
2013-02-27,201303,7907,7909,7862,7879,53936,0
2013-03-01,201303,7945,7950,7920,7936,44261,0
2013-03-04,201303,7935,7937,7827,7845,94446,0
2013-03-05,201303,7867,7931,7862,7913,74795,0
2013-03-06,201303,7980,7998,7935,7947,83381,0
2013-03-07,201303,7933,7982,7921,7938,72471,0
2013-03-08,201303,7968,8032,7965,8008,81963,0
2013-03-11,201303,8010,8068,7993,8043,79292,0
2013-03-12,201303,8040,8058,7983,7999,75099,0
2013-03-13,201303,8000,8035,7951,7990,106243,0
2013-03-14,201303,7997,7997,7941,7953,80383,0
2013-03-15,201303,7969,7986,7906,7910,108503,0
2013-03-18,201303,7857,7868,7790,7792,93278,0
2013-03-19,201303,7838,7852,7816,7833,65618,0
2013-03-20,201303,7780,7842,7775,7796,51613,-15
2013-03-21,201304,7803,7816,7781,7797,68584,0
2013-03-22,201304,7780,7814,7764,7776,63792,0
2013-03-25,201304,7842,7865,7826,7851,60577,0
2013-03-26,201304,7845,7848,7822,7836,52949,0
2013-03-27,201304,7841,7876,7827,7860,74977,0
2013-03-28,201304,7859,7875,7820,7842,64872,0
2013-03-29,201304,7884,7935,7871,7923,73065,0
2013-04-01,201304,7938,7942,7907,7920,45554,0
2013-04-02,201304,7907,7927,7875,7905,80426,0
2013-04-03,201304,7944,7953,7910,7934,67479,0
2013-04-08,201304,7859,7870,7733,7739,128490,0
2013-04-09,201304,7717,7750,7697,7709,84170,0
2013-04-10,201304,7737,7745,7713,7728,59185,0
2013-04-11,201304,7776,7825,7759,7818,84527,0
2013-04-12,201304,7822,7832,7783,7784,63795,0
2013-04-15,201304,7763,7816,7729,7763,99778,0
2013-04-16,201304,7710,7786,7693,7780,104489,0
2013-04-17,201304,7783,7809,7772,7809,55915,-52
2013-04-18,201305,7715,7775,7700,7751,104635,0
2013-04-19,201305,7784,7945,7782,7944,139791,0
2013-04-22,201305,7952,7976,7938,7953,64233,0
2013-04-23,201305,7942,7951,7896,7928,79390,0
2013-04-24,201305,7967,8015,7949,7991,110367,0
2013-04-25,201305,7976,8009,7970,8004,71374,0
2013-04-26,201305,8010,8066,7996,7998,94061,0
2013-04-29,201305,8010,8042,8001,8023,62628,0
2013-04-30,201305,8067,8122,8062,8098,79187,0
2013-05-02,201305,8083,8127,8083,8120,63338,0
2013-05-03,201305,8139,8174,8119,8140,82132,0
2013-05-06,201305,8200,8209,8154,8169,67710,0
2013-05-07,201305,8180,8187,8150,8173,61131,0
2013-05-08,201305,8188,8302,8186,8268,129565,0
2013-05-09,201305,8301,8330,8290,8313,81949,0
2013-05-10,201305,8294,8312,8280,8312,62268,0
2013-05-13,201305,8311,8314,8229,8260,88675,0
2013-05-14,201305,8280,8307,8244,8274,85254,0
2013-05-15,201305,8299,8311,8260,8304,55254,-4
2013-05-16,201306,8325,8440,8320,8423,122222,0
2013-05-17,201306,8405,8423,8386,8403,60435,0
2013-05-20,201306,8398,8401,8341,8386,74691,0
2013-05-21,201306,8380,8441,8357,8390,102285,0
2013-05-22,201306,8435,8449,8392,8394,82660,0
2013-05-23,201306,8337,8355,8210,8213,139842,0
2013-05-24,201306,8238,8248,8146,8222,102374,0
2013-05-27,201306,8184,8268,8184,8256,86472,0
2013-05-28,201306,8268,8283,8245,8258,69151,0
2013-05-29,201306,8257,8345,8246,8312,106193,0
2013-05-30,201306,8304,8304,8204,8231,121274,0
2013-05-31,201306,8277,8342,8226,8242,124961,0
2013-06-03,201306,8100,8205,8092,8193,107007,0
2013-06-04,201306,8223,8228,8150,8162,92079,0
2013-06-05,201306,8130,8196,8124,8145,90539,0
2013-06-06,201306,8098,8129,8061,8103,116724,0
2013-06-07,201306,8081,8110,8049,8087,98982,0
2013-06-10,201306,8142,8185,8128,8147,88137,0
2013-06-11,201306,8135,8157,8107,8128,78711,0
2013-06-13,201306,8050,8055,7931,7933,127341,0
2013-06-14,201306,7983,7985,7905,7920,91396,0
2013-06-17,201306,7923,7982,7920,7973,75022,0
2013-06-18,201306,7971,8011,7937,7994,100978,0
2013-06-19,201306,8005,8038,7987,8019,59155,-136
2013-06-20,201307,7795,7819,7739,7748,107485,0
2013-06-21,201307,7600,7680,7589,7658,124151,0
2013-06-24,201307,7628,7663,7602,7630,91483,0
2013-06-25,201307,7613,7683,7580,7606,158841,0
2013-06-26,201307,7650,7689,7609,7637,120898,0
2013-06-27,201307,7735,7746,7700,7713,92488,0
2013-06-28,201307,7755,7860,7729,7828,121256,0
2013-07-01,201307,7818,7916,7811,7903,100943,0
2013-07-02,201307,7905,7920,7880,7906,69568,0
2013-07-03,201307,7884,7894,7806,7811,99163,0
2013-07-04,201307,7839,7864,7802,7844,90295,0
2013-07-05,201307,7885,7979,7871,7965,109063,0
2013-07-08,201307,7955,7964,7820,7830,116411,0
2013-07-09,201307,7830,7931,7823,7924,115953,0
2013-07-10,201307,7938,8017,7921,7961,132933,0
2013-07-11,201307,8107,8166,8061,8163,117168,0
2013-07-12,201307,8164,8188,8138,8176,63644,0
2013-07-15,201307,8141,8238,8135,8216,105221,0
2013-07-16,201307,8230,8233,8193,8230,67601,0
2013-07-17,201307,8209,8257,8202,8242,47321,-80
2013-07-18,201308,8158,8169,8088,8096,99606,0
2013-07-19,201308,8059,8073,7953,7955,130613,0
2013-07-22,201308,7974,8053,7970,8022,85659,0
2013-07-23,201308,8068,8156,8060,8134,115674,0
2013-07-24,201308,8142,8148,8100,8126,77530,0
2013-07-25,201308,8100,8158,8056,8107,101636,0
2013-07-26,201308,8109,8183,8088,8100,107114,0
2013-07-29,201308,8082,8108,8017,8035,99495,0
2013-07-30,201308,8060,8145,8057,8130,97468,0
2013-07-31,201308,8120,8133,8046,8049,89076,0
2013-08-01,201308,8049,8080,8000,8045,96228,0
2013-08-02,201308,8098,8146,8048,8060,115148,0
2013-08-05,201308,8072,8108,8022,8098,88440,0
2013-08-06,201308,8059,8075,7972,7991,106559,0
2013-08-07,201308,7912,7939,7845,7845,97820,0
2013-08-08,201308,7875,7893,7844,7846,77335,0
2013-08-09,201308,7848,7882,7802,7825,118458,0
2013-08-12,201308,7848,7882,7820,7860,75538,0
2013-08-13,201308,7894,7959,7887,7954,87661,0
2013-08-14,201308,7959,7960,7888,7928,86110,0
2013-08-15,201308,7843,7878,7805,7861,88728,0
2013-08-16,201308,7809,7944,7800,7916,132207,0
2013-08-19,201308,7878,7903,7855,7887,69927,0
2013-08-20,201308,7850,7920,7800,7805,116299,0
2013-08-22,201308,7700,7823,7695,7813,57707,-110
2013-08-23,201309,7760,7816,7753,7786,87834,0
2013-08-26,201309,7818,7844,7787,7824,77393,0
2013-08-27,201309,7802,7818,7747,7757,84173,0
2013-08-28,201309,7699,7781,7678,7780,108461,0
2013-08-29,201309,7798,7900,7788,7896,106629,0
2013-08-30,201309,7898,7983,7880,7969,101012,0
2013-09-02,201309,7964,8025,7956,8018,87620,0
2013-09-03,201309,8038,8079,8025,8052,82967,0
2013-09-04,201309,8028,8074,8005,8071,88331,0
2013-09-05,201309,8091,8141,8071,8130,98206,0
2013-09-06,201309,8129,8153,8120,8139,61209,0
2013-09-09,201309,8150,8184,8095,8159,100537,0
2013-09-10,201309,8189,8220,8136,8171,101660,0
2013-09-11,201309,8199,8200,8131,8191,110169,0
2013-09-12,201309,8187,8217,8164,8194,89961,0
2013-09-13,201309,8198,8215,8146,8146,70223,0
2013-09-14,201309,8178,8179,8148,8162,31953,0
2013-09-16,201309,8214,8259,8197,8249,71945,0
2013-09-17,201309,8217,8242,8209,8240,50590,0
2013-09-18,201309,8255,8268,8223,8238,37762,-45
2013-09-23,201310,8185,8269,8180,8256,72564,0
2013-09-24,201310,8251,8273,8221,8268,72397,0
2013-09-25,201310,8250,8258,8222,8233,69045,0
2013-09-26,201310,8220,8241,8156,8183,89062,0
2013-09-27,201310,8190,8207,8176,8183,53119,0
2013-09-30,201310,8114,8156,8083,8120,95166,0
2013-10-01,201310,8153,8175,8138,8150,72212,0
2013-10-02,201310,8185,8192,8157,8157,66335,0
2013-10-03,201310,8172,8385,8171,8378,120484,0
2013-10-04,201310,8357,8393,8345,8366,75700,0
2013-10-07,201310,8367,8370,8296,8326,68014,0
2013-10-08,201310,8302,8383,8291,8374,85239,0
2013-10-09,201310,8324,8377,8319,8335,71751,0
2013-10-11,201310,8439,8450,8355,8361,91198,0
2013-10-14,201310,8345,8348,8273,8294,87768,0
2013-10-15,201310,8359,8385,8338,8354,75972,0
2013-10-16,201310,8372,8377,8340,8345,32263,-17
2013-10-17,201311,8380,8422,8356,8363,76808,0
2013-10-18,201311,8382,8429,8373,8416,71041,0
2013-10-21,201311,8441,8445,8393,8401,59778,0
2013-10-22,201311,8377,8423,8352,8414,75642,0
2013-10-23,201311,8436,8440,8340,8361,95784,0
2013-10-24,201311,8348,8400,8326,8391,78159,0
2013-10-25,201311,8353,8366,8291,8322,98615,0
2013-10-28,201311,8320,8410,8320,8388,73915,0
2013-10-29,201311,8362,8435,8359,8410,98248,0
2013-10-30,201311,8424,8460,8405,8441,75143,0
2013-10-31,201311,8422,8465,8408,8427,77228,0
2013-11-01,201311,8457,8476,8372,8393,101503,0
2013-11-04,201311,8360,8369,8313,8339,81392,0
2013-11-05,201311,8326,8353,8255,8268,99261,0
2013-11-06,201311,8281,8288,8231,8269,86246,0
2013-11-07,201311,8266,8279,8224,8257,74113,0
2013-11-08,201311,8230,8269,8211,8224,75972,0
2013-11-11,201311,8230,8236,8179,8195,73976,0
2013-11-12,201311,8225,8247,8172,8216,82404,0
2013-11-13,201311,8186,8193,8101,8107,90196,0
2013-11-14,201311,8143,8157,8085,8124,83958,0
2013-11-15,201311,8177,8214,8148,8159,90397,0
2013-11-18,201311,8194,8223,8178,8189,70919,0
2013-11-19,201311,8224,8256,8208,8249,70169,0
2013-11-20,201311,8230,8258,8216,8219,34401,-13
2013-11-21,201312,8166,8170,8062,8078,96482,0
2013-11-22,201312,8078,8110,8076,8086,55679,0
2013-11-25,201312,8145,8218,8142,8195,77375,0
2013-11-26,201312,8166,8277,8154,8249,100167,0
2013-11-27,201312,8236,8300,8232,8299,73668,0
2013-11-28,201312,8350,8392,8338,8378,72984,0
2013-11-29,201312,8375,8428,8372,8427,65749,0
2013-12-02,201312,8431,8447,8391,8413,73148,0
2013-12-03,201312,8392,8424,8378,8409,65324,0
2013-12-04,201312,8375,8449,8372,8436,93322,0
2013-12-05,201312,8423,8443,8352,8379,100159,0
2013-12-06,201312,8377,8409,8354,8384,77395,0
2013-12-09,201312,8455,8495,8445,8456,76937,0
2013-12-10,201312,8431,8458,8427,8455,54712,0
2013-12-11,201312,8458,8510,8422,8432,110321,0
2013-12-12,201312,8390,8406,8358,8392,83595,0
2013-12-13,201312,8359,8404,8352,8397,75012,0
2013-12-16,201312,8375,8385,8325,8336,80755,0
2013-12-17,201312,8383,8385,8358,8362,46477,0
2013-12-18,201312,8380,8380,8338,8339,27180,-7
2013-12-19,201401,8392,8431,8371,8392,83672,0
2013-12-20,201401,8391,8428,8382,8415,63169,0
2013-12-23,201401,8449,8495,8445,8475,53452,0
2013-12-24,201401,8480,8487,8462,8483,34314,0
2013-12-25,201401,8500,8504,8488,8500,28096,0
2013-12-26,201401,8510,8514,8483,8501,30113,0
2013-12-27,201401,8496,8550,8490,8543,56398,0
2013-12-30,201401,8549,8637,8546,8625,70121,0
2013-12-31,201401,8650,8664,8622,8633,51315,0
2014-01-02,201401,8644,8649,8585,8618,70151,0
2014-01-03,201401,8595,8597,8530,8541,82637,0
2014-01-06,201401,8539,8561,8503,8528,81122,0
2014-01-07,201401,8528,8575,8525,8551,74913,0
2014-01-08,201401,8556,8599,8550,8586,69127,0
2014-01-09,201401,8565,8573,8514,8528,96227,0
2014-01-10,201401,8523,8548,8516,8539,59413,0
2014-01-13,201401,8598,8629,8566,8572,79219,0
2014-01-14,201401,8530,8559,8514,8547,62124,0
2014-01-15,201401,8570,8613,8563,8610,44844,-6
2014-01-16,201402,8650,8662,8610,8618,65343,0
2014-01-17,201402,8610,8625,8577,8606,76145,0
2014-01-20,201402,8585,8634,8571,8622,69809,0
2014-01-21,201402,8642,8647,8611,8623,65353,0
2014-01-22,201402,8595,8636,8585,8635,61472,0
2014-01-23,201402,8646,8650,8587,8596,77605,0
2014-01-24,201402,8570,8629,8551,8619,76220,0
2014-01-27,201402,8510,8547,8445,8446,124063,0
2014-02-05,201402,8302,8328,8196,8243,123001,0
2014-02-06,201402,8278,8292,8247,8275,80013,0
2014-02-07,201402,8327,8373,8315,8339,83795,0
2014-02-10,201402,8375,8403,8353,8355,75283,0
2014-02-11,201402,8354,8415,8346,8414,66454,0
2014-02-12,201402,8447,8496,8437,8481,84020,0
2014-02-13,201402,8495,8495,8443,8443,60120,0
2014-02-14,201402,8496,8568,8488,8508,102305,0
2014-02-17,201402,8547,8557,8514,8528,58773,0
2014-02-18,201402,8530,8564,8506,8562,66387,0
2014-02-19,201402,8535,8569,8535,8557,31601,-10
2014-02-20,201403,8530,8548,8483,8483,104000,0
2014-02-21,201403,8555,8598,8555,8587,70837,0
2014-02-24,201403,8591,8605,8534,8549,73629,0
2014-02-25,201403,8603,8608,8565,8573,59955,0
2014-02-26,201403,8565,8627,8553,8608,78862,0
2014-02-27,201403,8609,8631,8602,8624,62425,0
2014-03-03,201403,8559,8580,8510,8566,102107,0
2014-03-04,201403,8560,8582,8539,8553,68819,0
2014-03-05,201403,8640,8647,8610,8619,59787,0
2014-03-06,201403,8623,8709,8619,8695,87918,0
2014-03-07,201403,8730,8772,8676,8705,104264,0
2014-03-10,201403,8673,8694,8654,8677,69748,0
2014-03-11,201403,8690,8723,8678,8715,67134,0
2014-03-12,201403,8666,8673,8645,8662,73213,0
2014-03-13,201403,8702,8756,8694,8740,84371,0
2014-03-14,201403,8673,8701,8671,8693,56713,0
2014-03-17,201403,8703,8715,8655,8701,66509,0
2014-03-18,201403,8745,8751,8712,8727,54199,0
2014-03-19,201403,8734,8742,8684,8696,43292,-9
2014-03-20,201404,8638,8639,8561,8568,95003,0
2014-03-21,201404,8586,8598,8558,8575,66243,0
2014-03-24,201404,8550,8605,8523,8601,99698,0
2014-03-25,201404,8589,8660,8576,8659,91751,0
2014-03-26,201404,8708,8722,8682,8711,77848,0
2014-03-27,201404,8705,8756,8695,8754,86276,0
2014-03-28,201404,8754,8776,8729,8735,78811,0
2014-03-31,201404,8779,8794,8734,8789,76764,0
2014-04-01,201404,8780,8833,8773,8829,77002,0
2014-04-02,201404,8850,8888,8841,8855,73502,0
2014-04-03,201404,8858,8878,8845,8868,58092,0
2014-04-07,201404,8811,8861,8803,8858,62541,0
2014-04-08,201404,8853,8887,8837,8879,78376,0
2014-04-09,201404,8886,8903,8878,8896,51577,0
2014-04-10,201404,8929,8939,8866,8907,84995,0
2014-04-11,201404,8850,8891,8840,8870,88734,0
2014-04-14,201404,8870,8885,8853,8858,52859,0
2014-04-15,201404,8861,8902,8859,8896,63115,0
2014-04-16,201404,8910,8956,8887,8955,46063,-71
2014-04-17,201405,8884,8910,8872,8897,77226,0
2014-04-18,201405,8961,8972,8916,8918,62187,0
2014-04-21,201405,8917,8926,8903,8923,36791,0
2014-04-22,201405,8925,8962,8917,8950,60114,0
2014-04-23,201405,8970,8980,8910,8922,80285,0
2014-04-24,201405,8928,8942,8915,8937,53752,0
2014-04-25,201405,8925,8928,8743,8750,174243,0
2014-04-28,201405,8698,8835,8690,8819,129554,0
2014-04-29,201405,8828,8855,8809,8840,91161,0
2014-04-30,201405,8850,8857,8750,8758,122688,0
2014-05-02,201405,8768,8843,8761,8841,90593,0
2014-05-05,201405,8864,8888,8802,8827,94035,0
2014-05-06,201405,8849,8889,8813,8885,97820,0
2014-05-07,201405,8845,8861,8809,8840,104287,0
2014-05-08,201405,8860,8887,8836,8881,88640,0
2014-05-09,201405,8888,8889,8833,8842,77006,0
2014-05-12,201405,8842,8850,8790,8821,87167,0
2014-05-13,201405,8855,8875,8821,8830,83004,0
2014-05-14,201405,8855,8885,8830,8882,85355,0
2014-05-15,201405,8868,8887,8857,8877,59421,0
2014-05-16,201405,8842,8883,8816,8876,86081,0
2014-05-19,201405,8876,8901,8869,8888,57326,0
2014-05-20,201405,8902,8926,8890,8897,65116,0
2014-05-21,201405,8892,8909,8850,8859,49092,-12
2014-05-22,201406,8873,8960,8866,8959,100530,0
2014-05-23,201406,8971,9014,8966,9013,75164,0
2014-05-26,201406,9020,9049,9009,9041,51864,0
2014-05-27,201406,9047,9058,9025,9056,51402,0
2014-05-28,201406,9062,9144,9055,9136,93798,0
2014-05-29,201406,9132,9149,9111,9116,69170,0
2014-05-30,201406,9121,9130,9086,9091,76070,0
2014-06-03,201406,9112,9133,9061,9104,83095,0
2014-06-04,201406,9118,9124,9097,9102,53807,0
2014-06-05,201406,9117,9118,9074,9118,67489,0
2014-06-06,201406,9138,9158,9120,9125,59583,0
2014-06-09,201406,9140,9155,9129,9146,45246,0
2014-06-10,201406,9159,9202,9155,9185,72022,0
2014-06-11,201406,9194,9212,9183,9211,42940,0
2014-06-12,201406,9195,9215,9181,9204,45699,0
2014-06-13,201406,9170,9199,9156,9198,66551,0
2014-06-16,201406,9180,9214,9175,9200,43331,0
2014-06-17,201406,9207,9248,9203,9241,57736,0
2014-06-18,201406,9241,9307,9208,9302,61604,-133
2014-06-19,201407,9187,9237,9181,9225,74424,0
2014-06-20,201407,9227,9230,9178,9180,74535,0
2014-06-23,201407,9179,9206,9151,9166,82507,0
2014-06-24,201407,9174,9198,9165,9172,65720,0
2014-06-25,201407,9146,9170,9137,9157,63330,0
2014-06-26,201407,9181,9237,9176,9233,75377,0
2014-06-27,201407,9231,9244,9205,9207,58210,0
2014-06-30,201407,9220,9307,9218,9290,77484,0
2014-07-01,201407,9299,9401,9289,9384,100420,0
2014-07-02,201407,9404,9488,9310,9402,176691,0
2014-07-03,201407,9396,9463,9367,9455,110821,0
2014-07-04,201407,9488,9494,9411,9453,105170,0
2014-07-07,201407,9452,9453,9398,9451,85594,0
2014-07-08,201407,9452,9492,9440,9477,82281,0
2014-07-09,201407,9450,9477,9436,9465,75546,0
2014-07-10,201407,9466,9556,9462,9553,98957,0
2014-07-11,201407,9540,9566,9450,9487,152616,0
2014-07-14,201407,9479,9529,9478,9525,71261,0
2014-07-15,201407,9575,9581,9534,9561,83142,0
2014-07-16,201407,9547,9564,9475,9483,65338,-80
2014-07-17,201408,9392,9402,9326,9356,122930,0
2014-07-18,201408,9285,9372,9281,9339,107709,0
2014-07-21,201408,9380,9406,9356,9364,78858,0
2014-07-22,201408,9384,9434,9352,9433,99711,0
2014-07-24,201408,9456,9470,9432,9469,86158,0
2014-07-25,201408,9460,9465,9357,9390,118101,0
2014-07-28,201408,9370,9422,9342,9387,113611,0
2014-07-29,201408,9425,9446,9343,9361,127947,0
2014-07-30,201408,9367,9429,9366,9416,98570,0
2014-07-31,201408,9433,9438,9265,9290,132241,0
2014-08-01,201408,9236,9264,9209,9253,104131,0
2014-08-04,201408,9260,9297,9233,9286,81817,0
2014-08-05,201408,9249,9256,9083,9095,149247,0
2014-08-06,201408,9079,9129,9059,9098,121585,0
2014-08-07,201408,9111,9134,9065,9092,83919,0
2014-08-08,201408,9052,9093,8991,9090,123171,0
2014-08-11,201408,9132,9162,9110,9141,79141,0
2014-08-12,201408,9152,9158,9103,9121,87010,0
2014-08-13,201408,9132,9204,9120,9199,94125,0
2014-08-14,201408,9228,9253,9203,9218,83861,0
2014-08-15,201408,9210,9218,9154,9203,85973,0
2014-08-18,201408,9212,9223,9126,9141,91929,0
2014-08-19,201408,9161,9249,9161,9239,84723,0
2014-08-20,201408,9253,9285,9244,9275,57505,-22
2014-08-21,201409,9260,9266,9200,9231,102950,0
2014-08-22,201409,9249,9388,9247,9378,116126,0
2014-08-25,201409,9386,9399,9365,9391,61705,0
2014-08-26,201409,9386,9408,9375,9390,57456,0
2014-08-27,201409,9421,9498,9420,9477,96260,0
2014-08-28,201409,9492,9500,9469,9479,60637,0
2014-08-29,201409,9456,9485,9432,9473,77398,0
2014-09-01,201409,9473,9550,9470,9528,68747,0
2014-09-02,201409,9512,9514,9388,9410,123617,0
2014-09-03,201409,9415,9482,9399,9451,101258,0
2014-09-04,201409,9447,9448,9380,9425,96615,0
2014-09-05,201409,9444,9463,9370,9407,104724,0
2014-09-09,201409,9426,9530,9425,9428,77968,0
2014-09-10,201409,9380,9402,9310,9347,106138,0
2014-09-11,201409,9376,9385,9300,9302,74594,0
2014-09-12,201409,9325,9328,9229,9245,118037,0
2014-09-15,201409,9206,9244,9172,9218,95481,0
2014-09-16,201409,9219,9233,9141,9154,90757,0
2014-09-17,201409,9195,9248,9148,9172,70568,46
2014-09-18,201410,9234,9265,9213,9243,90067,0
2014-09-19,201410,9281,9304,9240,9265,100968,0
2014-09-22,201410,9202,9205,9100,9128,120786,0
2014-09-23,201410,9106,9152,9102,9117,87100,0
2014-09-24,201410,9095,9142,9081,9127,87004,0
2014-09-25,201410,9158,9168,8995,9028,138405,0
2014-09-26,201410,8958,9022,8937,8980,115626,0
2014-09-29,201410,8991,9008,8943,8982,101186,0
2014-09-30,201410,8961,9021,8871,8991,149426,0
2014-10-01,201410,8943,9015,8911,8980,114094,0
2014-10-02,201410,8920,9020,8905,8993,126664,0
2014-10-03,201410,9004,9107,8994,9101,124310,0
2014-10-06,201410,9098,9110,9056,9084,94911,0
2014-10-07,201410,9034,9048,8976,9017,126057,0
2014-10-08,201410,8986,9029,8928,8933,102153,0
2014-10-09,201410,8997,9039,8948,8981,134324,0
2014-10-13,201410,8798,8818,8712,8712,137632,0
2014-10-14,201410,8730,8759,8702,8745,94696,0
2014-10-15,201410,8743,8763,8641,8646,80194,10
2014-10-16,201411,8583,8683,8506,8632,177417,0
2014-10-17,201411,8658,8673,8497,8500,174574,0
2014-10-20,201411,8599,8681,8588,8661,121778,0
2014-10-21,201411,8655,8663,8616,8636,90401,0
2014-10-22,201411,8748,8764,8714,8744,96619,0
2014-10-23,201411,8732,8740,8702,8721,79069,0
2014-10-24,201411,8742,8746,8609,8642,133038,0
2014-10-27,201411,8675,8686,8592,8642,108085,0
2014-10-28,201411,8666,8805,8663,8793,126944,0
2014-10-29,201411,8833,8905,8818,8879,106399,0
2014-10-30,201411,8878,8889,8838,8881,95556,0
2014-10-31,201411,8887,8978,8867,8978,137610,0
2014-11-03,201411,8978,9027,8942,8982,117315,0
2014-11-04,201411,8984,9055,8968,8992,140218,0
2014-11-05,201411,9030,9039,8960,8984,110938,0
2014-11-06,201411,8976,9005,8890,8902,128980,0
2014-11-07,201411,8924,8943,8862,8939,117602,0
2014-11-10,201411,8965,9092,8952,9074,120798,0
2014-11-11,201411,9088,9105,9048,9063,90963,0
2014-11-12,201411,9028,9034,8901,8905,141417,0
2014-11-13,201411,8920,8978,8903,8959,112770,0
2014-11-14,201411,8980,8996,8933,8962,106012,0
2014-11-17,201411,8959,9043,8872,8900,146431,0
2014-11-18,201411,8951,8958,8839,8872,114650,0
2014-11-19,201411,8905,8985,8877,8953,71861,31
2014-11-20,201412,9031,9104,9012,9093,111180,0
2014-11-21,201412,9119,9125,9081,9103,83362,0
2014-11-24,201412,9135,9170,9109,9130,77922,0
2014-11-25,201412,9116,9150,9069,9107,101176,0
2014-11-26,201412,9126,9143,9102,9123,73150,0
2014-11-27,201412,9136,9235,9136,9176,109669,0
2014-11-28,201412,9202,9208,9174,9181,57814,0
2014-12-01,201412,9036,9182,8991,9119,157933,0
2014-12-02,201412,9092,9098,9001,9031,145670,0
2014-12-03,201412,9051,9215,9035,9211,148832,0
2014-12-04,201412,9213,9266,9201,9220,97474,0
2014-12-05,201412,9203,9231,9182,9216,87073,0
2014-12-08,201412,9264,9265,9168,9185,105120,0
2014-12-09,201412,9142,9174,9121,9132,92475,0
2014-12-10,201412,9092,9136,9003,9046,164984,0
2014-12-11,201412,8976,9048,8958,9010,115872,0
2014-12-12,201412,9023,9069,9003,9006,94785,0
2014-12-15,201412,8958,9038,8925,9036,113220,0
2014-12-16,201412,8971,9041,8963,8981,111850,0
2014-12-17,201412,8970,8985,8834,8844,79401,26
2014-12-18,201501,8902,8927,8857,8857,101959,0
2014-12-19,201501,8962,9040,8958,9019,148551,0
2014-12-22,201501,9031,9100,9023,9096,102111,0
2014-12-23,201501,9134,9140,9097,9115,69671,0
2014-12-24,201501,9120,9183,9103,9176,93120,0
2014-12-25,201501,9171,9195,9162,9183,44945,0
2014-12-26,201501,9178,9230,9173,9226,73031,0
2014-12-27,201501,9235,9257,9226,9256,27685,0
2014-12-29,201501,9245,9336,9241,9314,98236,0
2014-12-30,201501,9320,9343,9268,9286,92779,0
2014-12-31,201501,9286,9303,9252,9283,75106,0
2015-01-05,201501,9238,9276,9155,9252,120076,0
2015-01-06,201501,9144,9153,9017,9058,148062,0
2015-01-07,201501,9042,9092,9033,9045,93258,0
2015-01-08,201501,9116,9259,9115,9257,131355,0
2015-01-09,201501,9328,9335,9217,9230,117477,0
2015-01-12,201501,9190,9238,9157,9185,97458,0
2015-01-13,201501,9194,9275,9159,9249,127542,0
2015-01-14,201501,9235,9247,9151,9171,122578,0
2015-01-15,201501,9187,9230,9130,9195,115967,0
2015-01-16,201501,9175,9229,9082,9115,154964,0
2015-01-19,201501,9211,9260,9142,9181,123015,0
2015-01-20,201501,9220,9269,9183,9268,115615,0
2015-01-21,201501,9282,9316,9274,9308,60583,8
2015-01-22,201502,9360,9404,9342,9388,108168,0
2015-01-23,201502,9455,9488,9443,9461,92783,0
2015-01-26,201502,9448,9478,9433,9466,68253,0
2015-01-27,201502,9522,9539,9480,9523,90373,0
2015-01-28,201502,9478,9534,9474,9526,74997,0
2015-01-29,201502,9497,9502,9426,9428,116260,0
2015-01-30,201502,9460,9472,9385,9400,97159,0
2015-02-02,201502,9389,9433,9370,9419,85428,0
2015-02-03,201502,9434,9485,9407,9464,95028,0
2015-02-04,201502,9526,9556,9512,9521,86629,0
2015-02-05,201502,9521,9521,9470,9514,78822,0
2015-02-06,201502,9536,9543,9459,9469,95693,0
2015-02-09,201502,9439,9466,9416,9450,77597,0
2015-02-10,201502,9468,9473,9419,9432,85808,0
2015-02-11,201502,9462,9509,9457,9480,84803,0
2015-02-12,201502,9499,9500,9461,9480,61242,0
2015-02-13,201502,9510,9548,9505,9514,73251,0
2015-02-24,201502,9582,9640,9582,9622,42395,13
2015-02-25,201503,9694,9696,9660,9684,66861,0
2015-02-26,201503,9691,9692,9633,9649,72413,0
2015-03-02,201503,9658,9683,9615,9631,76867,0
2015-03-03,201503,9645,9658,9580,9614,87723,0
2015-03-04,201503,9580,9638,9571,9622,73959,0
2015-03-05,201503,9622,9632,9551,9589,94325,0
2015-03-06,201503,9591,9644,9566,9638,87433,0
2015-03-09,201503,9580,9595,9547,9576,89279,0
2015-03-10,201503,9574,9585,9514,9528,103703,0
2015-03-11,201503,9466,9544,9450,9519,103136,0
2015-03-12,201503,9529,9609,9508,9607,101129,0
2015-03-13,201503,9616,9634,9584,9598,76112,0
2015-03-16,201503,9585,9594,9535,9546,85095,0
2015-03-17,201503,9580,9644,9547,9554,115525,0
2015-03-18,201503,9558,9649,9558,9633,65794,25
2015-03-19,201504,9734,9769,9708,9766,100001,0
2015-03-20,201504,9742,9770,9733,9757,66849,0
2015-03-23,201504,9761,9769,9726,9749,75796,0
2015-03-24,201504,9728,9755,9696,9721,89676,0
2015-03-25,201504,9721,9731,9673,9689,95097,0
2015-03-26,201504,9580,9635,9567,9609,110195,0
2015-03-27,201504,9609,9628,9525,9541,126205,0
2015-03-30,201504,9511,9562,9511,9552,83422,0
2015-03-31,201504,9600,9610,9545,9582,98603,0
2015-04-01,201504,9540,9552,9487,9507,111360,0
