time,contract,open,high,low,close,volume,delta
2008-08-26,200809,6909,6962,6885,6946,47757,0
2008-08-27,200809,6929,7120,6897,7082,65941,0
2008-08-28,200809,7080,7138,7034,7041,55649,0
2008-08-29,200809,7100,7138,7011,7054,59224,0
2008-09-01,200809,6980,6986,6740,6756,70388,0
2008-09-02,200809,6790,6797,6652,6698,74737,0
2008-09-03,200809,6714,6756,6560,6588,80450,0
2008-09-04,200809,6561,6630,6345,6397,85011,0
2008-09-05,200809,6235,6330,6203,6244,69239,0
2008-09-08,200809,6487,6677,6481,6677,59242,0
2008-09-09,200809,6594,6618,6390,6466,74030,0
2008-09-10,200809,6351,6516,6345,6453,85572,0
2008-09-11,200809,6437,6438,6203,6230,82808,0
2008-09-12,200809,6354,6369,6153,6288,86372,0
2008-09-15,200809,6130,6190,5863,5967,79849,0
2008-09-16,200809,5849,5858,5679,5685,87342,0
2008-09-17,200809,5916,5999,5719,5758,62804,-16
2008-09-18,200810,5551,5590,5416,5522,104742,0
2008-09-19,200810,5806,5908,5785,5908,42325,0
2008-09-22,200810,6120,6122,5956,6089,79567,0
2008-09-23,200810,6030,6150,5995,6135,72428,0
2008-09-24,200810,6117,6195,6075,6155,78510,0
2008-09-25,200810,6000,6159,5961,6058,77756,0
2008-09-26,200810,6050,6061,5819,5866,83524,0
2008-09-30,200810,5459,5587,5459,5549,51309,0
2008-10-01,200810,5599,5718,5598,5676,70136,0
2008-10-02,200810,5721,5739,5555,5618,80906,0
2008-10-03,200810,5550,5685,5490,5645,78624,0
2008-10-06,200810,5488,5500,5382,5387,72476,0
2008-10-07,200810,5250,5485,5222,5445,91113,0
2008-10-08,200810,5249,5345,5065,5112,105393,0
2008-10-09,200810,5186,5254,5058,5062,110499,0
2008-10-13,200810,4885,4978,4885,4945,62516,0
2008-10-14,200810,5286,5287,5236,5287,40302,0
2008-10-15,200810,5297,5297,5153,5214,53254,-87
2008-10-16,200811,4978,4978,4978,4978,2305,0
2008-10-17,200811,4894,4968,4804,4804,72057,0
2008-10-20,200811,4804,4836,4636,4823,85947,0
2008-10-21,200811,4930,4950,4735,4817,117258,0
2008-10-22,200811,4738,4855,4650,4656,113984,0
2008-10-23,200811,4494,4528,4494,4494,28439,0
2008-10-24,200811,4395,4439,4337,4337,31754,0
2008-10-27,200811,4126,4226,4034,4034,88702,0
2008-10-28,200811,3921,4316,3811,4316,161939,0
2008-10-29,200811,4618,4618,4212,4288,170104,0
2008-10-30,200811,4376,4594,4361,4594,71639,0
2008-10-31,200811,4594,4910,4530,4844,171585,0
2008-11-03,200811,4910,4994,4784,4992,146385,0
2008-11-04,200811,4965,5007,4836,4978,130800,0
2008-11-05,200811,5080,5100,4893,4900,134168,0
2008-11-06,200811,4680,4700,4557,4557,61042,0
2008-11-07,200811,4310,4662,4272,4633,167885,0
2008-11-10,200811,4658,4692,4551,4632,118290,0
2008-11-11,200811,4477,4645,4465,4474,120642,0
2008-11-12,200811,4488,4596,4420,4521,126301,0
2008-11-13,200811,4305,4331,4206,4285,94643,0
2008-11-14,200811,4499,4514,4345,4380,113760,0
2008-11-17,200811,4280,4432,4263,4357,103013,0
2008-11-18,200811,4351,4351,4207,4244,97510,0
2008-11-19,200811,4238,4289,4183,4261,62757,-117
2008-11-20,200812,3953,4027,3866,3903,90469,0
2008-11-21,200812,3880,4129,3815,4121,125163,0
2008-11-24,200812,4081,4108,3972,4045,100402,0
2008-11-25,200812,4222,4285,4112,4199,123507,0
2008-11-26,200812,4237,4268,4176,4209,107756,0
2008-11-27,200812,4330,4488,4292,4430,105391,0
2008-11-28,200812,4435,4465,4388,4460,84211,0
2008-12-01,200812,4420,4580,4389,4501,106517,0
2008-12-02,200812,4299,4324,4206,4240,89984,0
2008-12-03,200812,4268,4306,4186,4188,94456,0
2008-12-04,200812,4246,4284,4100,4139,101059,0
2008-12-05,200812,4170,4202,4103,4179,91680,0
2008-12-08,200812,4245,4471,4231,4471,92030,0
2008-12-09,200812,4495,4546,4432,4460,107827,0
2008-12-10,200812,4486,4724,4471,4691,113641,0
2008-12-11,200812,4651,4704,4625,4666,95881,0
2008-12-12,200812,4570,4643,4343,4425,119805,0
2008-12-15,200812,4615,4718,4553,4610,107596,0
2008-12-16,200812,4549,4614,4521,4585,78144,0
2008-12-17,200812,4688,4734,4622,4666,55092,-59
2008-12-18,200901,4680,4705,4596,4699,87267,0
2008-12-19,200901,4662,4724,4582,4680,108922,0
2008-12-22,200901,4720,4755,4498,4529,100130,0
2008-12-23,200901,4507,4524,4290,4349,104865,0
2008-12-24,200901,4310,4399,4241,4379,103165,0
2008-12-25,200901,4380,4405,4330,4405,43402,0
2008-12-26,200901,4372,4445,4339,4378,68148,0
2008-12-29,200901,4366,4399,4316,4386,47046,0
2008-12-30,200901,4429,4605,4422,4565,71659,0
2008-12-31,200901,4605,4614,4485,4540,68206,0
2009-01-05,200901,4722,4797,4634,4670,97869,0
2009-01-06,200901,4699,4735,4638,4706,90227,0
2009-01-07,200901,4758,4802,4711,4752,90777,0
2009-01-08,200901,4650,4650,4434,4452,95219,0
2009-01-09,200901,4447,4495,4405,4421,90292,0
2009-01-10,200901,4362,4425,4344,4374,56091,0
2009-01-12,200901,4386,4472,4350,4429,93169,0
2009-01-13,200901,4361,4524,4360,4518,93060,0
2009-01-14,200901,4490,4552,4478,4510,81258,0
2009-01-15,200901,4222,4300,4222,4239,74394,0
2009-01-16,200901,4277,4329,4250,4323,76692,0
2009-01-17,200901,4330,4358,4306,4349,38280,0
2009-01-19,200901,4378,4394,4325,4357,48529,0
2009-01-20,200901,4266,4269,4205,4240,43414,0
2009-01-21,200901,4114,4265,4113,4254,35521,0
2009-02-02,200902,4199,4199,4106,4161,50688,0
2009-02-03,200902,4168,4328,4161,4275,77589,0
2009-02-04,200902,4327,4375,4285,4351,68218,0
2009-02-05,200902,4315,4389,4269,4270,82296,0
2009-02-06,200902,4362,4479,4356,4443,94505,0
2009-02-09,200902,4500,4522,4425,4456,71142,0
2009-02-10,200902,4456,4499,4435,4497,60156,0
2009-02-11,200902,4385,4578,4372,4558,90722,0
2009-02-12,200902,4520,4564,4398,4445,112010,0
2009-02-13,200902,4459,4590,4451,4571,104666,0
2009-02-16,200902,4569,4588,4534,4575,64270,0
2009-02-17,200902,4521,4559,4437,4494,80444,0
2009-02-18,200902,4455,4519,4426,4517,43145,-93
2009-02-19,200903,4411,4524,4334,4468,118683,0
2009-02-20,200903,4405,4453,4345,4363,105134,0
2009-02-23,200903,4332,4433,4296,4426,102515,0
2009-02-24,200903,4327,4395,4313,4381,83683,0
2009-02-25,200903,4435,4520,4408,4466,104986,0
2009-02-26,200903,4520,4538,4440,4477,89413,0
2009-02-27,200903,4472,4528,4452,4510,73628,0
2009-03-02,200903,4422,4459,4303,4331,101175,0
2009-03-03,200903,4270,4377,4238,4367,103908,0
2009-03-04,200903,4336,4516,4322,4511,109654,0
2009-03-05,200903,4541,4646,4539,4595,120108,0
2009-03-06,200903,4550,4638,4540,4628,109029,0
2009-03-09,200903,4672,4675,4543,4624,93646,0
2009-03-10,200903,4601,4669,4567,4656,91575,0
2009-03-11,200903,4775,4785,4715,4758,76468,0
2009-03-12,200903,4752,4779,4724,4748,62705,0
2009-03-13,200903,4820,4942,4813,4900,96063,0
2009-03-16,200903,4938,4985,4907,4962,75400,0
2009-03-17,200903,4966,5070,4946,5057,87165,0
2009-03-18,200903,5082,5096,5024,5067,56463,-40
2009-03-19,200904,5045,5105,4975,4980,105739,0
2009-03-20,200904,5006,5040,4922,4950,106367,0
2009-03-23,200904,5032,5132,4991,5131,95367,0
2009-03-24,200904,5201,5270,5188,5262,99448,0
2009-03-25,200904,5254,5389,5232,5360,114159,0
2009-03-26,200904,5349,5434,5317,5385,130866,0
2009-03-27,200904,5434,5454,5336,5353,110141,0
2009-03-30,200904,5346,5360,5143,5175,111477,0
2009-03-31,200904,5225,5295,5175,5201,105619,0
2009-04-01,200904,5228,5344,5222,5314,135768,0
2009-04-02,200904,5400,5517,5400,5511,115802,0
2009-04-03,200904,5562,5567,5475,5509,103093,0
2009-04-06,200904,5560,5619,5493,5525,104797,0
2009-04-07,200904,5503,5587,5464,5583,97719,0
2009-04-08,200904,5501,5583,5416,5456,134258,0
2009-04-09,200904,5538,5718,5525,5712,112212,0
2009-04-10,200904,5762,5830,5696,5827,125751,0
2009-04-13,200904,5835,5876,5786,5846,106059,0
2009-04-14,200904,5825,5901,5785,5858,101268,0
2009-04-15,200904,5858,5895,5782,5861,56747,-20
2009-04-16,200905,5999,6047,5950,5994,112920,0
2009-04-17,200905,6046,6060,5684,5775,149893,0
2009-04-20,200905,5772,5815,5668,5765,128609,0
2009-04-21,200905,5667,5899,5654,5896,131984,0
2009-04-22,200905,5865,5928,5833,5847,115853,0
2009-04-23,200905,5870,5906,5755,5901,138403,0
2009-04-24,200905,5915,5998,5791,5904,146115,0
2009-04-27,200905,5930,5950,5676,5710,147666,0
2009-04-28,200905,5766,5784,5576,5580,159400,0
2009-04-29,200905,5648,5664,5584,5623,109574,0
2009-04-30,200905,6015,6015,5995,6015,29279,0
2009-05-04,200905,6363,6436,6301,6436,39606,0
2009-05-05,200905,6637,6720,6426,6542,155017,0
2009-05-06,200905,6510,6585,6412,6536,119634,0
2009-05-07,200905,6606,6630,6446,6613,109116,0
2009-05-08,200905,6570,6598,6506,6572,93272,0
2009-05-11,200905,6549,6697,6522,6597,100228,0
2009-05-12,200905,6562,6586,6385,6447,125215,0
2009-05-13,200905,6454,6499,6420,6469,81204,0
2009-05-14,200905,6355,6419,6315,6321,90054,0
2009-05-15,200905,6372,6509,6356,6476,97643,0
2009-05-18,200905,6424,6573,6402,6561,103280,0
2009-05-19,200905,6715,6804,6623,6693,103465,0
2009-05-20,200905,6710,6745,6585,6697,76993,-20
2009-05-21,200906,6629,6695,6605,6671,91016,0
2009-05-22,200906,6605,6732,6595,6692,90225,0
2009-05-25,200906,6751,6837,6647,6724,109495,0
2009-05-26,200906,6700,6761,6633,6646,94233,0
2009-05-27,200906,6720,6997,6699,6932,115296,0
2009-06-01,200906,6980,7010,6900,6954,76090,0
2009-06-02,200906,7037,7050,6864,6916,92034,0
